Implementation,128,512,2048
BLAS,1,1,1
Basic,9.762715016604048,10.611312207632833,10.653224980417402
Blocked; B=16,11.842655860772782,13.186154680574807,13.320916589268192
Blocked; B=4,24.681089626091513,27.443432309345496,27.71129288687815
