Implementation,128,512,2048
BLAS; P=1,90375.0,6380498.0,379772587.0
Basic; P=1,4527530.0,285960025.0,46752680800.0
Blocked; B=16; P=1,117072.0,10438893.0,666888670.0
Blocked; B=4; P=1,458295.0,28950767.0,2836229710.0
