Implementation,128,512,2048
Basic; P=1,0.0028,0.9307,135.807
Basic; P=16,7.0,16.328070175438594,20.71934214139688
Basic; P=4,2.3333333333333335,5.044444444444444,5.078605886092516
Basic; P=64,28.0,40.99999999999999,73.22711096732448
