Implementation,128,512,2048
Blocked; B=16; P=1,0.001,0.0575,3.87
Blocked; B=16; P=16,1.4285714285714286,6.609195402298852,8.002481389578165
Blocked; B=16; P=4,1.6666666666666667,1.98961937716263,2.0053891594983937
Blocked; B=16; P=64,0.625,15.131578947368421,28.79464285714286
Blocked; B=4; P=1,0.0021,0.1327,9.3859
Blocked; B=4; P=16,3.5,8.141104294478529,10.141437061048082
Blocked; B=4; P=4,1.909090909090909,2.197019867549669,2.4987753580746497
Blocked; B=4; P=64,1.0,22.116666666666667,35.39177978883861
