Implementation,128,512,2048
Basic; P=1,0.0028,0.9307,135.807
Basic; P=16,0.14285714285714288,0.061244224777049536,0.04826408064385489
Basic; P=4,0.42857142857142855,0.19823788546255508,0.19690443055218068
Basic; P=64,0.03571428571428572,0.024390243902439025,0.013656144381364732
