Implementation,128,512,2048
BLAS; P=1,110586.0,791018.0,61496650.0
Basic; P=1,16157.0,269048700.0,30241600000.0
Blocked; B=16; P=1,18752.0,2925248.0,197901200.0
Blocked; B=4; P=1,18752.0,2925248.0,197901200.0
